                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                0.78352,                 0.6582,                 1.0911,                0.87838,                0.66685,                0.71321,                  0.607,                    nan,                    nan,                    nan,             0.00031056,             0.00031056,             0.00031056
                    136,                0.76818,                0.65861,                 1.0954,                0.88421,                 0.6833,                0.71905,                0.60932,                    nan,                    nan,                    nan,             0.00030606,             0.00030606,             0.00030606
                    137,                0.78534,                 0.6648,                 1.0975,                0.91198,                0.67566,                0.72014,                0.61882,                    nan,                    nan,                    nan,             0.00030156,             0.00030156,             0.00030156
                    138,                0.74728,                 0.6463,                  1.065,                0.86697,                0.68534,                0.71664,                0.61867,                    nan,                    nan,                    nan,             0.00029706,             0.00029706,             0.00029706
                    139,                0.76465,                0.64381,                 1.0849,                0.86881,                0.69046,                0.72362,                0.61446,                    nan,                    nan,                    nan,             0.00029256,             0.00029256,             0.00029256
                    140,                0.75976,                0.64236,                 1.0762,                0.89341,                0.67957,                0.71959,                0.61982,                    nan,                    nan,                    nan,             0.00028806,             0.00028806,             0.00028806
                    141,                0.76561,                0.64657,                 1.0746,                0.87363,                0.66213,                0.71014,                0.60718,                    nan,                    nan,                    nan,             0.00028356,             0.00028356,             0.00028356
                    142,                0.74043,                0.62257,                 1.0661,                0.87444,                0.66758,                0.71729,                0.60442,                    nan,                    nan,                    nan,             0.00027906,             0.00027906,             0.00027906
                    143,                0.76679,                0.63795,                 1.0838,                0.87504,                0.68004,                 0.7174,                0.61333,                    nan,                    nan,                    nan,             0.00027456,             0.00027456,             0.00027456
                    144,                0.75507,                0.62962,                 1.0714,                0.87243,                0.66628,                0.71565,                0.61247,                    nan,                    nan,                    nan,             0.00027006,             0.00027006,             0.00027006
                    145,                 0.7497,                0.62747,                 1.0723,                0.85807,                0.65903,                0.70917,                0.60899,                    nan,                    nan,                    nan,             0.00026556,             0.00026556,             0.00026556
                    146,                0.73509,                0.61267,                 1.0616,                0.86123,                0.68145,                 0.7175,                0.61353,                    nan,                    nan,                    nan,             0.00026106,             0.00026106,             0.00026106
                    147,                0.76052,                0.62606,                 1.0798,                0.88959,                0.65114,                0.71412,                0.61411,                    nan,                    nan,                    nan,             0.00025657,             0.00025657,             0.00025657
                    148,                0.76602,                0.62272,                 1.0823,                0.89493,                0.63867,                0.71344,                0.60638,                    nan,                    nan,                    nan,             0.00025207,             0.00025207,             0.00025207
                    149,                0.75694,                0.62699,                 1.0769,                0.89012,                0.64121,                0.71771,                0.61374,                    nan,                    nan,                    nan,             0.00024757,             0.00024757,             0.00024757
                    150,                0.76427,                0.64309,                  1.091,                0.88997,                0.65246,                0.72256,                0.62268,                    nan,                    nan,                    nan,             0.00024307,             0.00024307,             0.00024307
                    151,                0.75822,                0.63038,                 1.0736,                0.89796,                  0.669,                0.72231,                0.62025,                    nan,                    nan,                    nan,             0.00023857,             0.00023857,             0.00023857
                    152,                0.75302,                0.62172,                 1.0809,                0.91214,                0.65903,                0.72426,                0.63053,                    nan,                    nan,                    nan,             0.00023407,             0.00023407,             0.00023407
                    153,                  0.744,                0.61657,                 1.0757,                0.82341,                 0.6794,                0.71567,                0.60989,                    nan,                    nan,                    nan,             0.00022957,             0.00022957,             0.00022957
                    154,                0.73319,                0.61872,                 1.0614,                  0.878,                0.67797,                  0.711,                0.61535,                    nan,                    nan,                    nan,             0.00022507,             0.00022507,             0.00022507
                    155,                0.73382,                0.61367,                 1.0641,                0.87862,                0.68278,                0.71864,                0.62359,                    nan,                    nan,                    nan,             0.00022057,             0.00022057,             0.00022057
                    156,                0.74914,                0.62763,                 1.0753,                0.90278,                0.67934,                  0.717,                0.62028,                    nan,                    nan,                    nan,             0.00021607,             0.00021607,             0.00021607
                    157,                0.72476,                0.60577,                  1.059,                0.90232,                0.67837,                0.72101,                 0.6263,                    nan,                    nan,                    nan,             0.00021157,             0.00021157,             0.00021157
                    158,                0.73292,                0.61337,                  1.069,                0.92829,                0.67835,                0.72498,                0.62903,                    nan,                    nan,                    nan,             0.00020707,             0.00020707,             0.00020707
                    159,                0.74436,                0.61987,                 1.0636,                0.85534,                0.68286,                0.71281,                0.61584,                    nan,                    nan,                    nan,             0.00020257,             0.00020257,             0.00020257
                    160,                0.71825,                0.60528,                 1.0628,                0.86579,                0.67941,                0.71315,                0.61336,                    nan,                    nan,                    nan,             0.00019807,             0.00019807,             0.00019807
