                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                0.64469,                0.52072,                  1.096,                0.97599,                0.95588,                 0.9886,                0.87743,                0.51279,                0.40927,                 1.0751,              0.0009011,              0.0009011,              0.0009011
                    114,                0.64938,                0.51881,                 1.0904,                0.96697,                0.95673,                0.98561,                0.86882,                0.52605,                0.42121,                 1.0786,              0.0008912,              0.0008912,              0.0008912
                    115,                0.66026,                0.53286,                 1.1101,                0.95896,                0.95588,                  0.987,                0.87207,                0.51207,                0.41288,                 1.0687,              0.0008813,              0.0008813,              0.0008813
                    116,                0.65126,                0.51411,                 1.0881,                0.97178,                0.95658,                0.98438,                0.85877,                0.54013,                0.41315,                 1.0856,              0.0008714,              0.0008714,              0.0008714
                    117,                 0.6529,                0.52748,                 1.1027,                0.96062,                0.95655,                0.98667,                0.86429,                0.54785,                 0.4309,                 1.1147,              0.0008615,              0.0008615,              0.0008615
                    118,                0.65032,                0.52295,                 1.0934,                0.97129,                0.96405,                0.98816,                0.86178,                0.55285,                0.42025,                 1.1026,              0.0008516,              0.0008516,              0.0008516
                    119,                0.64565,                0.54117,                 1.1054,                0.96158,                0.96732,                0.98731,                 0.8672,                 0.5284,                0.44161,                 1.0846,              0.0008417,              0.0008417,              0.0008417
                    120,                0.66541,                0.54738,                 1.1029,                0.96118,                0.96405,                0.98805,                0.87298,                0.52087,                0.41872,                 1.0821,              0.0008318,              0.0008318,              0.0008318
                    121,                 0.6405,                0.51149,                  1.087,                0.95712,                0.96242,                0.98517,                0.86653,                0.53822,                0.42211,                 1.0981,              0.0008219,              0.0008219,              0.0008219
                    122,                0.64346,                0.51569,                 1.0806,                0.96237,                0.96105,                0.98719,                0.87121,                0.51506,                 0.4113,                 1.0718,               0.000812,               0.000812,               0.000812
                    123,                0.62941,                0.49751,                  1.071,                0.96923,                0.96078,                0.98703,                0.87633,                0.52024,                0.39847,                 1.0833,              0.0008021,              0.0008021,              0.0008021
                    124,                0.63124,                0.50572,                 1.0789,                0.97035,                0.96261,                0.98808,                0.87701,                0.51502,                0.39806,                 1.0703,              0.0007922,              0.0007922,              0.0007922
                    125,                0.63773,                0.49344,                 1.0737,                0.96771,                0.96242,                0.98679,                0.87213,                0.51654,                0.40499,                 1.0763,              0.0007823,              0.0007823,              0.0007823
                    126,                0.62582,                0.50015,                 1.0714,                0.97193,                 0.9619,                0.98738,                  0.869,                 0.5317,                0.40561,                 1.0898,              0.0007724,              0.0007724,              0.0007724
                    127,                0.63518,                0.51548,                 1.0895,                0.97083,                0.95261,                0.98665,                0.88071,                0.50949,                0.40985,                 1.0682,              0.0007625,              0.0007625,              0.0007625
                    128,                0.62979,                0.50988,                 1.0707,                0.96304,                0.96732,                0.98823,                0.87275,                0.50834,                0.41775,                  1.061,              0.0007526,              0.0007526,              0.0007526
                    129,                0.62809,                0.51236,                 1.0854,                0.97337,                0.95546,                0.98836,                0.87503,                0.51598,                0.40899,                 1.0701,              0.0007427,              0.0007427,              0.0007427
                    130,                0.62696,                0.50933,                 1.0825,                0.96574,                0.96725,                0.98994,                0.87763,                0.51757,                0.39306,                 1.0699,              0.0007328,              0.0007328,              0.0007328
                    131,                0.63161,                0.49805,                 1.0837,                0.96468,                0.96732,                 0.9891,                0.87987,                0.50945,                0.39132,                 1.0657,              0.0007229,              0.0007229,              0.0007229
                    132,                0.62186,                0.48804,                 1.0828,                0.96743,                0.95588,                0.98936,                0.88472,                0.50455,                0.38397,                 1.0676,               0.000713,               0.000713,               0.000713
                    133,                0.63787,                0.51062,                 1.1012,                0.96824,                0.96405,                0.98797,                0.87178,                0.51956,                0.40706,                 1.0813,              0.0007031,              0.0007031,              0.0007031
                    134,                0.63037,                0.51443,                 1.0922,                0.96507,                0.96895,                0.98911,                0.88373,                0.49871,                0.39895,                  1.052,              0.0006932,              0.0006932,              0.0006932
                    135,                0.63007,                0.50611,                 1.0757,                0.97045,                0.95098,                0.98874,                0.87759,                0.51723,                0.38507,                 1.0696,              0.0006833,              0.0006833,              0.0006833
                    136,                0.61276,                0.49363,                 1.0745,                0.97069,                0.96569,                0.98853,                0.88325,                 0.5078,                0.38814,                  1.073,              0.0006734,              0.0006734,              0.0006734
                    137,                0.61872,                0.49291,                 1.0712,                0.96902,                0.95752,                0.98686,                0.87896,                0.52091,                 0.3949,                 1.0788,              0.0006635,              0.0006635,              0.0006635
                    138,                0.61895,                0.48424,                 1.0629,                0.96574,                0.97059,                0.98871,                0.88188,                0.49661,                0.39332,                 1.0564,              0.0006536,              0.0006536,              0.0006536
                    139,                 0.6083,                0.48395,                 1.0646,                0.96808,                0.97222,                0.98978,                0.88215,                0.50053,                0.38388,                 1.0647,              0.0006437,              0.0006437,              0.0006437
                    140,                0.60926,                0.48321,                 1.0666,                0.97477,                0.96242,                0.98789,                0.87622,                0.51269,                0.39197,                 1.0748,              0.0006338,              0.0006338,              0.0006338
                    141,                0.59798,                 0.5228,                 1.0475,                0.97057,                0.97009,                0.99027,                0.88885,                 0.4992,                0.38232,                 1.0616,              0.0006239,              0.0006239,              0.0006239
                    142,                0.61544,                0.50312,                 1.0681,                0.95574,                0.96895,                0.98456,                 0.8798,                0.49741,                0.40562,                 1.0517,               0.000614,               0.000614,               0.000614
                    143,                0.59362,                0.57942,                 1.0552,                0.97231,                0.95425,                0.98753,                0.88107,                0.49085,                0.39603,                 1.0485,              0.0006041,              0.0006041,              0.0006041
                    144,                0.60548,                0.48204,                 1.0607,                0.96624,                0.96895,                 0.9872,                 0.8834,                0.48808,                0.39024,                 1.0492,              0.0005942,              0.0005942,              0.0005942
                    145,                0.60196,                0.50129,                 1.0706,                0.96127,                0.97333,                0.98656,                0.88538,                0.49533,                0.39247,                 1.0561,              0.0005843,              0.0005843,              0.0005843
                    146,                0.59266,                 0.4577,                 1.0506,                0.97191,                 0.9612,                0.98687,                0.88511,                 0.4972,                0.38166,                 1.0617,              0.0005744,              0.0005744,              0.0005744
                    147,                0.59987,                0.47683,                 1.0543,                0.96417,                0.96748,                0.98871,                0.88921,                0.48797,                0.38172,                 1.0513,              0.0005645,              0.0005645,              0.0005645
                    148,                0.61651,                0.48714,                 1.0669,                0.96251,                0.96481,                0.98864,                0.88354,                0.51747,                0.39439,                 1.0803,              0.0005546,              0.0005546,              0.0005546
                    149,                0.58701,                0.47674,                 1.0683,                0.97563,                0.94771,                0.98848,                0.88607,                0.49271,                0.38609,                 1.0527,              0.0005447,              0.0005447,              0.0005447
                    150,                0.60109,                0.47107,                 1.0597,                0.97548,                0.94771,                0.98703,                0.87891,                0.50472,                0.38979,                  1.061,              0.0005348,              0.0005348,              0.0005348
                    151,                0.59438,                0.49747,                 1.0506,                0.97234,                0.96569,                0.98803,                0.88623,                0.48827,                0.38145,                 1.0478,              0.0005249,              0.0005249,              0.0005249
                    152,                0.59051,                0.46153,                 1.0426,                0.96638,                0.97059,                0.98851,                0.89293,                0.48479,                0.37947,                 1.0491,               0.000515,               0.000515,               0.000515
                    153,                0.58626,                0.45848,                 1.0477,                0.97391,                0.95752,                0.98803,                0.88544,                 0.4999,                0.38223,                 1.0656,              0.0005051,              0.0005051,              0.0005051
